序号,电影类别,编码,公映证号,片名,第一出品单位,公示批次链接,公示名称,公示日期
54,国产故事片,1109172018,846（2018）,夺命枪痕,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1583.shtml,2019年电影公映许可证发放公示（国产故事片第九期）,2019-10-21
55,国产故事片,1110212018,901（2018）,庖丁传奇之金刀御厨,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1583.shtml,2019年电影公映许可证发放公示（国产故事片第九期）,2019-10-21
1,国产故事片,1104302018,397（2018）,青春至上,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
2,国产故事片,1105622018,506（2018）,龙牌之谜,中国电影股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
3,国产故事片,1105912018,533（2018）,四十日夜,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
4,国产故事片,1106042018,546（2018）,生命之轮,西宁白塔艺术文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
5,国产故事片,1107482018,669（2018）,一切如你,中国电影股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
6,国产故事片,1107692018,698（2018）,秀姑传奇,厦门乐众文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
7,国产故事片,1108752018,799（2018）,情满万家,公安部金盾影视文化中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
8,国产故事片,1100362019,36,倒水湾（秦腔）,甘肃长盛文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
9,国产故事片,1100642019,64,童子护宝,浙江海宁大咖影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
10,国产故事片,1100932019,94,大明英雄传之蝴蝶郡主,北京嘉禾世纪影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
11,国产故事片,1101072019,103,百万爱犬,金华雨露同晨文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
12,国产故事片,1101842019,173,逆博孤城,深圳玩嘢兄弟影业发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
13,国产故事片,1101962019,185,催眠·裁决,大河影业扬州有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
14,国产故事片,1102272019,220,蓝山荣耀,深圳一个影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
15,国产故事片,1102362019,231,那些游泳的少年,北京华诚传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
16,国产故事片,1102522019,247,我在耀瓷小镇等你,陕西华原文化产业投资发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
17,国产故事片,1103122019,248,行道者,上海老风车广告传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
18,国产故事片,1102442019,259,喋血毒巢,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
19,国产故事片,1102812019,270,亲密旅行,中国电影股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
20,国产故事片,1102852019,271,神秘菜园,中视博瑞文化传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
21,国产故事片,1102972018,279,红月亮森林,重庆子乔文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
22,国产故事片,1103162019,290,那人那事,陕西志晟影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
23,国产故事片,1103172019,291,远方有多远,河北野风文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
24,国产故事片,1103352019,308,追凶十九年,上海腾讯企鹅影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
25,国产故事片,1103452019,314,拳天下之拳力,华瑞影业（天津）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
26,国产故事片,1103462019,316,订亲,大地艺彩（北京）影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
27,国产故事片,1103532019,323,拳天下之拳锋,华瑞影业（天津）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
28,国产故事片,1103562019,326,少女佳禾,北京特立影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
29,国产故事片,1104012019,340,妈妈，我想你,炎黄影业（宁夏）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
30,国产故事片,1103792019,343,城市的星空,庆阳汇恒盛视影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
31,国产故事片,1103642019,351,疾风正劲,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
32,国产故事片,1103932019,358,幸福的小满,江苏海洲湾文化旅游发展集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
33,国产故事片,1103962019,361,迫降乌江,北京影人兄弟国际文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
34,国产故事片,1104042019,363,向阳花又开,甘肃博辉影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
35,国产故事片,1104052019,365,妈妈！我爱你,山西一上聚影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
36,国产故事片,1104112019,373,小满,北京华飞影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
37,国产故事片,1104132019,375,无辜囚徒,四川榕树花开影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
38,国产故事片,1104862019,388,兰心大剧院,北京千易时代文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
39,国产故事片,1104872019,389,不老年华,日照东方影视发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
40,国产故事片,1104522019,413,我想你·爱我,苏州市家铭文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
41,国产故事片,1104542019,415,梦想花正开,湖南银星文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
42,国产故事片,1104552019,416,我是条咸鱼,北京天真兄弟文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
43,国产故事片,1104832019,417,慈善玩家,深圳市风雨虹文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
44,国产故事片,1104602019,422,36号护卫车,青海全动力影视制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
45,国产故事片,1104612019,423,一生只为一事来,江西美臣文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
46,国产故事片,1104662019,428,梦在山乡,贵州省黔秀通影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
47,国产故事片,1104912019,434,三原·一九三七,陕西拾亩原影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
48,国产故事片,1104972019,440,黄花塘往事,江苏楚云文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
49,国产故事片,1104842019,446,笑傲神探,河南欢娱视线影视制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
50,国产故事片,1105032019,449,李白之天火燎原,北京功业影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
51,国产故事片,1105062019,452,毕业的我们,北京天之映像影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
52,国产故事片,1105102019,456,柬爱,云南大滇云映影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
53,国产故事片,1105112019,457,菊花村的那些事（豫剧）,河南宙途文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
54,国产故事片,1105122019,458,带你归家,新三润集团萍乡市大兴传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
55,国产故事片,1105192019,465,芙蓉渡,湖南潇影第二影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
56,国产故事片,1105212019,467,功夫小镇,北京中悟影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
57,国产故事片,1105342019,498,诛仙Ⅰ,新丽传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
58,国产故事片,1105512019,499,深夜食堂,福星全亚文化传媒（上海）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
59,国产故事片,1105522019,500,决胜时刻,北京博纳影业集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
60,国产故事片,1106102019,551,小小的愿望,福建恒业影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1427.shtml,2019年电影公映许可证发放公示（国产故事片第八期）,2019-09-20
1,国产故事片,1101522018,154(2018),狗先生追爱记,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
2,国产故事片,1104042018,368(2018),逗爱熊仁镇,爱奇艺影业（上海）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
3,国产故事片,1106012018,543(2018),爱在零维度,甘肃表是文化传播集团股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
4,国产故事片,1107842018,700(2018),周而复死,江苏大象影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
5,国产故事片,1108042018,720(2018),一代人师严修,天津滨海国际影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
6,国产故事片,1108742018,800(2018),纵横千里之铁凤凰,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
7,国产故事片,1109552018,860(2018),沉默的证人,万达影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
8,国产故事片,1110052018,878(2018),极度危机,贵州沁和园影视传媒文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
9,国产故事片,1100322019,32,摇滚吧，老爸,北京东世天承文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
10,国产故事片,1100332019,33,妈妈不再摇滚,北京新时代环宇之星影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
11,国产故事片,1100972019,100,金江1936,云南民族电影制片厂,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
12,国产故事片,1102662019,118,鼠胆英雄,大德影业（天津）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
13,国产故事片,1101212019,120,电竞暗战,广东昇格传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
14,国产故事片,1101452019,125,猪八戒传说,三亚星面孔影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
15,国产故事片,1101322019,129,寻找陆远,内蒙古王新民影视工作室有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
16,国产故事片,1101392019,136,生根,北京泛亚视觉文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
17,国产故事片,1101852019,174,碧血锦衣卫,北京粉红佳人文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
18,国产故事片,1102072019,177,七声,中央新闻纪录电影制片厂（集团）,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
19,国产故事片,1101892019,186,八角街,北京三景观颐文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
20,国产故事片,1101882019,187,芳华里,福建芳华里仁文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
21,国产故事片,1102012019,194,江城1943,北京东方艺海文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
22,国产故事片,1102082019,200,郭富山,甘肃三军会师影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
23,国产故事片,1102172019,209,洞庭情缘,北京缤纷视线影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
24,国产故事片,1102192019,211,三国之战神无双,北京圣熙影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
25,国产故事片,1102922019,222,拿住拿不住（豫剧）,河南电影电视制作集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
26,国产故事片,1102372019,232,拳语者,凤凰传奇影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
27,国产故事片,1102732019,237,神探伍士德,北京东方艺海文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
28,国产故事片,1102472019,239,春天的麻雀,北京德漫国际影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
29,国产故事片,1102762019,241,筑梦人之我的青春我的团,北京东方班墨影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
30,国产故事片,1102502019,245,谜境萨拉乌苏,鄂尔多斯市山水天德影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
31,国产故事片,1103142019,254,锁龙谷,云南天启文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
32,国产故事片,1102632019,261,妈妈你真棒,北京东方核芯力信息科技有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
33,国产故事片,1102842019,267,分手法则,杭州百娱影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
34,国产故事片,1102982019,282,让山更绿水更清,朕玥文化传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
35,国产故事片,1103182019,292,爱情图鉴之暗恋,杭州沁梓仔实业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
36,国产故事片,1103192019,293,夜去晨来,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
37,国产故事片,1103292019,294,卧底使命·战友失踪,云南泽华文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
38,国产故事片,1104022019,299,送我上青云,坏兔子（上海）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
39,国产故事片,1103442019,303,黄飞鸿之王者无敌,江苏东峰文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
40,国产故事片,1103332019,305,大话西游之成长的烦恼,西安电影制片厂有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
41,国产故事片,1103392019,312,狼皮袄,西安丝绸之路国际电影节有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
42,国产故事片,1103402019,313,卧底使命·火线追凶,云南泽华文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
43,国产故事片,1103492019,319,无毒岛1,海南时代风采影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
44,国产故事片,1103552019,325,樵夫·廖俊波,福建电影制片厂有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
45,国产故事片,1103572019,327,月满说爱你,北京汉腾格里影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
46,国产故事片,1103722019,335,颛臾王,临沂蒙山旅游区沂蒙影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
47,国产故事片,1103732019,336,石磨的婚事（四平调）,北京剑河国际文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
48,国产故事片,1103762019,339,鲸落,天润春秋文化传播（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
49,国产故事片,1103772019,341,芬芳,甘肃润田创意文化影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
50,国产故事片,1103782019,342,生机,湖北星光传奇影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
51,国产故事片,1103802019,344,双飞翼（越剧）,上海林灯文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
52,国产故事片,1103812019,345,英歌魂,广州市比格影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
53,国产故事片,1103862019,350,梦想沂蒙,山东影视制作股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
54,国产故事片,1103892019,354,豹子头林冲之白虎堂,北京时代电影有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
55,国产故事片,1103902019,355,家乡有个辣妹子,河南大象影视制片有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
56,国产故事片,1103912019,356,玉秀,山西五洲影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
57,国产故事片,1103952019,360,极限父子,北京辣条屋影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
58,国产故事片,1104072019,369,铁拐,卢氏县广播电视台,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
59,国产故事片,1104092019,371,太阳和月亮,福建数字前沿传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
60,国产故事片,1104122019,374,错爱迷踪,北京虹合影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
61,国产故事片,1104142019,376,芬芳的红杜鹃,贵州西骏辉煌文化产业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
62,国产故事片,1104162019,378,追影行动,西安曲江影视投资（集团）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
63,国产故事片,1104182019,380,跳舞吧！大象,友谊万岁影业无锡有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
64,国产故事片,1104412019,385,父亲啊父亲（眉户剧）,山西电影制片厂（有限公司）,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
65,国产故事片,1104752019,386,使徒行者2谍影行动,北京嘉映春天影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
66,国产故事片,1104232019,390,小中年,甘肃修为影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
67,国产故事片,1104252019,392,石狮往事之掷茭情缘,厦门风云科技股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
68,国产故事片,1104262019,393,红豆杉之恋,西安春芽影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
69,国产故事片,1104362019,395,烈火英雄,北京博纳影业集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
70,国产故事片,1104302019,398,上海堡垒,上海华歆影视制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
71,国产故事片,1104282019,401,一日父子,西安广播电视台艺术中心有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/1326.shtml,2019年电影公映许可证发放公示（国产故事片第七期）,2019-08-21
